SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,PredictedChurnProb,PredictedChurn,PredictedChurnLabel,RevenueAtRisk,ActualChurn,CorrectPrediction,Contract,InternetService,PaymentMethod,ChurnRiskBucket,ChurnRiskOrder
0,0,0,29,1,1,1,0,0,0,0,1,1,66.1,1912.15,0.31638337324754107,0,No,20.91,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,3,1,0,0,0,0,0,0,0,1,19.6,59.75,0.3475418048226065,0,No,6.81,1,Wrong,One Year,No,Mailed Check,Medium Risk,1
1,0,0,2,1,0,0,0,0,0,0,0,1,70.65,142.35,0.7957255774839408,1,Yes,56.22,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,35,1,0,0,0,0,0,1,0,0,55.0,2010.55,0.17982988712870923,0,No,9.89,1,Wrong,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,4,1,0,0,0,0,0,0,0,1,19.65,67.55,0.23458573809878605,0,No,4.61,0,Correct,One Year,No,Mailed Check,Low Risk,0
1,0,0,2,1,0,0,1,0,0,0,0,1,74.7,165.4,0.7826517378293407,1,Yes,58.46,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,5,1,0,0,0,0,0,0,0,0,20.05,95.55,0.32862941328767353,0,No,6.59,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,1,1,47,1,0,1,1,1,0,0,1,1,96.1,4391.45,0.2580466927209634,0,No,24.8,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,19,1,0,0,1,0,1,0,1,1,65.35,1231.85,0.2802265069627715,0,No,18.31,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,14,0,0,0,1,0,0,0,0,1,31.1,419.7,0.315820645922265,0,No,9.82,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,1,1,22,1,0,1,1,0,1,0,0,1,57.95,1271.8,0.15254129640434322,0,No,8.84,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,1,1,18,1,0,1,0,1,0,1,0,1,87.9,1500.5,0.5045220660492128,0,No,44.35,0,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
1,1,0,57,1,1,0,0,1,0,1,1,0,100.6,5746.15,0.5217083561898996,0,No,52.48,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,61,1,1,1,1,1,1,1,1,0,88.1,5526.75,0.00681422691416397,0,No,0.6,0,Correct,Two Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,3,1,1,0,0,0,0,0,0,0,75.0,209.1,0.8018760419309136,1,Yes,60.14,1,Correct,One Year,Fiber optic,Mailed Check,High Risk,2
0,1,0,65,1,0,1,0,1,1,0,0,0,58.9,3857.1,0.13304481366993626,0,No,7.84,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,1,18,0,0,0,0,0,0,0,1,1,35.0,553.0,0.3356525598813861,0,No,11.75,1,Wrong,One Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,7,1,0,0,0,0,1,1,0,1,59.5,415.95,0.37457906399064483,0,No,22.29,1,Wrong,One Year,Fiber optic,Mailed Check,Medium Risk,1
1,0,0,16,1,1,0,0,0,0,0,0,1,74.45,1261.35,0.6459790201220392,1,Yes,48.09,0,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,7,1,0,0,1,0,1,1,0,1,89.75,608.8,0.6547682264599919,1,Yes,58.77,1,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,7,1,1,0,1,0,0,0,0,1,78.55,522.95,0.7958209803086244,1,Yes,62.51,0,Wrong,One Year,Fiber optic,Credit Card (Auto),High Risk,2
1,1,1,60,1,1,1,1,0,0,0,1,1,93.25,5774.55,0.2636560768849341,0,No,24.59,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
1,1,0,17,1,0,0,1,0,0,0,0,1,76.45,1233.4,0.7083733271627595,1,Yes,54.16,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,0,0,27,1,1,0,1,0,0,0,0,1,81.45,2122.05,0.6820784049579445,1,Yes,55.56,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,1,1,1,1,0,1,0,1,1,1,102.45,102.45,0.73393200466499,1,Yes,75.19,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,0,56,1,0,0,0,0,0,0,1,1,80.9,4557.5,0.3577401517918181,0,No,28.94,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,1,1,0,0,0,0,0,0,0,0,19.2,19.2,0.4347681760394399,0,No,8.35,0,Correct,One Year,No,Mailed Check,Medium Risk,1
0,0,0,15,1,0,0,0,1,0,1,1,1,94.0,1505.45,0.7482291962350459,1,Yes,70.33,0,Wrong,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,0.5311464345843449,0,No,10.73,1,Wrong,One Year,No,Credit Card (Auto),Medium Risk,1
1,0,0,2,1,1,0,0,0,0,0,0,1,72.6,154.3,0.8213890939079888,1,Yes,59.63,0,Wrong,One Year,Fiber optic,Mailed Check,High Risk,2
0,0,0,6,1,0,0,1,0,0,0,1,1,84.4,556.35,0.8414274501967924,1,Yes,71.02,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,1,11,1,1,0,0,1,0,0,0,1,78.1,864.85,0.5246435428398951,0,No,40.97,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,0,0,34,1,0,0,0,0,0,0,0,0,69.15,2275.1,0.3944215186584426,0,No,27.27,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,70,1,1,1,1,1,1,1,1,1,114.2,7723.9,0.10079693405081905,0,No,11.51,1,Wrong,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,48,1,0,0,1,1,0,1,1,1,97.05,4692.95,0.4523206809238347,0,No,43.9,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
1,0,0,6,1,0,0,0,0,0,0,0,0,44.7,276.5,0.5075418864815113,0,No,22.69,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,1,0,10,1,1,0,0,0,0,0,1,0,85.55,851.75,0.8259142999401244,1,Yes,70.66,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,0,20,1,0,0,0,0,0,1,1,1,91.0,1859.5,0.4739303019874233,0,No,43.13,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,3,1,0,0,0,0,0,1,0,1,80.7,239.45,0.7577115548621866,1,Yes,61.15,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,1,59,1,1,0,0,1,0,0,1,1,88.75,5348.65,0.4044291616523902,0,No,35.89,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,55,1,0,1,0,1,1,0,0,1,59.2,3175.85,0.09716207396436234,0,No,5.75,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,0,1,70.35,70.35,0.9124355158889367,1,Yes,64.19,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,68,1,1,1,1,0,1,1,1,0,110.25,7279.35,0.25267561357779933,0,No,27.86,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,1,0,29,1,0,1,0,1,0,0,1,0,90.1,2656.7,0.2567542417798914,0,No,23.13,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,27,1,1,0,0,0,0,0,0,1,75.75,1929.0,0.5718898849208183,0,No,43.32,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,1,1,0,0,0,0,0,0,0,1,70.65,70.65,0.8206142655403822,1,Yes,57.98,1,Correct,One Year,Fiber optic,Mailed Check,High Risk,2
1,1,0,32,1,1,0,0,0,0,1,0,1,85.95,2628.6,0.6374129630540408,1,Yes,54.79,1,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,1,1,0,0,0,0,0,0,1,1,55.4,55.4,0.783198554831027,1,Yes,43.39,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,29,1,1,0,0,0,0,0,1,1,84.9,2516.2,0.7482494938405568,1,Yes,63.53,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,0,37,1,1,1,0,1,0,1,1,0,79.25,2911.8,0.12220821493794105,0,No,9.69,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,61,1,1,0,0,1,0,0,1,0,89.2,5500.6,0.30327960477049226,0,No,27.05,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
1,1,0,71,1,1,0,0,0,0,0,0,0,25.45,1789.65,0.004486244623787547,0,No,0.11,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,0,63,1,0,1,1,1,1,1,1,0,109.2,7049.75,0.18732062023111515,0,No,20.46,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,61,1,1,1,1,0,0,0,0,0,59.8,3641.5,0.1630540132264909,0,No,9.75,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,60,1,0,1,0,1,1,1,1,0,79.0,4801.1,0.14303235922414564,0,No,11.3,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,1,1,57,1,0,1,1,0,1,0,0,0,59.6,3509.4,0.05862965174558034,0,No,3.49,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,1,1,24,1,1,1,0,0,0,0,0,0,54.75,1338.15,0.2181764623005526,0,No,11.95,1,Wrong,One Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,4,1,0,0,1,0,1,0,0,0,56.5,235.1,0.36117348145457945,0,No,20.41,1,Wrong,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,1,1,71,1,1,1,1,1,0,1,1,1,109.0,7661.8,0.14556432417983536,0,No,15.87,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,2,1,1,0,0,0,0,0,0,1,75.55,166.3,0.8868121324963376,1,Yes,67.0,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0.4842677501045764,0,No,9.42,0,Correct,One Year,No,Mailed Check,Medium Risk,1
1,0,0,47,1,1,0,0,0,0,1,0,1,86.05,3865.6,0.6307235297743868,1,Yes,54.27,0,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,63,1,0,0,0,0,0,0,0,1,19.15,1177.05,0.04,0,No,0.77,0,Correct,Two Year,No,Mailed Check,Low Risk,0
1,1,0,66,1,1,0,1,1,0,1,1,0,104.6,6819.45,0.38131771677765885,0,No,39.89,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,0,72,1,1,1,1,1,0,1,1,1,109.55,8165.1,0.06420619939196494,0,No,7.03,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,26,1,0,0,0,0,0,0,1,0,78.95,2034.25,0.24100812749650247,0,No,19.03,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,39,1,0,1,1,1,0,0,0,0,59.8,2343.85,0.16044804490223702,0,No,9.59,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,72,1,0,0,0,0,0,0,0,0,19.55,1463.45,0.004460586922561806,0,No,0.09,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,1,0,70,0,0,0,1,1,1,1,1,0,57.8,4039.3,0.052722112908977194,0,No,3.05,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,1,0,53,1,1,0,1,0,0,1,1,1,101.9,5549.4,0.7195539588979504,1,Yes,73.32,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,21,1,0,0,1,1,1,1,1,1,102.8,2110.15,0.5628605649018753,0,No,57.86,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,1,1,1,0,1,0,0,0,1,1,90.85,90.85,0.8451148477295537,1,Yes,76.78,1,Correct,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,1,1,9,1,0,0,1,0,1,0,0,0,54.8,452.8,0.2740013669488191,0,No,15.02,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
1,1,0,14,1,1,0,0,0,0,0,0,1,75.1,1013.35,0.8458629500169695,1,Yes,63.52,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,1,71,1,1,0,1,1,1,0,1,1,72.9,5139.65,0.23818547345445762,0,No,17.36,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.9,19.9,0.5116652598630969,0,No,10.18,1,Wrong,One Year,No,Mailed Check,Medium Risk,1
0,1,0,6,1,1,0,1,1,0,1,1,1,105.3,545.2,0.8076066404513732,1,Yes,85.04,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,12,1,0,0,0,0,0,0,0,0,20.1,223.6,0.18114025624936242,0,No,3.64,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,1,1,49,1,1,0,0,0,1,1,1,1,97.95,4917.9,0.4886237588347751,0,No,47.86,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,71,1,0,1,0,1,0,1,1,0,77.55,5574.35,0.034491498122462834,0,No,2.67,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,64,1,1,0,1,0,0,0,0,1,53.85,3399.85,0.10910114980142788,0,No,5.88,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,72,0,0,1,1,1,1,1,1,1,65.1,4754.3,0.010462313445792243,0,No,0.68,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,45,1,1,0,0,1,1,1,1,1,103.65,4747.85,0.5439915495825215,0,No,56.38,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,0,0,2,1,1,0,1,0,0,0,0,1,56.55,118.25,0.6248591312853338,1,Yes,35.34,0,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,55,1,0,0,0,1,1,0,0,1,55.25,3119.9,0.04097325283074766,0,No,2.26,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,24,1,0,1,0,0,1,0,0,0,55.15,1319.85,0.24989290458643748,0,No,13.78,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,72,0,0,1,1,1,1,0,0,0,45.25,3139.8,0.020007458846513396,0,No,0.91,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,68,1,1,0,1,1,1,1,1,0,108.45,7176.55,0.46653720778061425,0,No,50.6,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,72,1,1,1,1,0,1,1,1,1,107.7,7919.8,0.024996689099727642,0,No,2.69,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,1,1,0,0,0,1,0,0,0,1,50.5,50.5,0.8019084287226487,1,Yes,40.5,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,42,1,1,1,1,0,0,0,0,1,60.15,2421.6,0.10445500504093581,0,No,6.28,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,15,1,1,0,0,0,0,0,0,1,48.8,720.1,0.4257235039459965,0,No,20.78,0,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
1,0,0,22,1,0,1,0,1,1,0,1,1,69.75,1545.4,0.2133219643740936,0,No,14.88,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,25,1,1,0,1,1,1,1,1,0,108.9,2809.05,0.2694033404050563,0,No,29.34,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,1,0,47,1,1,1,1,1,0,1,0,1,98.75,4533.7,0.5469229535864502,0,No,54.01,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,8,1,1,0,0,0,0,0,0,1,74.85,572.45,0.7907424783550835,1,Yes,59.19,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,22,1,0,0,0,0,0,0,0,0,20.25,488.25,0.04184237001440901,0,No,0.85,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,1,1,11,1,0,0,0,0,0,0,0,0,19.65,225.75,0.03198711106757397,0,No,0.63,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,1,1,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0.2572794820611217,0,No,5.0,0,Correct,One Year,No,Electronic Check,Low Risk,0
0,0,0,61,1,1,1,1,1,1,1,1,1,115.1,6993.65,0.3174915287844155,0,No,36.54,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
1,1,0,38,1,1,0,0,0,0,0,0,1,74.95,2869.85,0.5394061482238718,0,No,40.43,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,1,1,1,1,0,0,0,0,0,0,1,50.05,50.05,0.5952653482845638,1,Yes,29.79,0,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
1,1,0,55,1,1,0,1,1,1,1,1,1,113.6,6292.7,0.28041024615854154,0,No,31.85,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,42,1,0,1,1,0,0,0,0,0,54.5,2301.15,0.12318850244380844,0,No,6.71,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
1,0,0,37,1,1,1,1,0,0,1,1,1,106.75,4056.75,0.4592992421273094,0,No,49.03,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,60,1,1,1,0,1,1,1,1,1,110.6,6586.85,0.18737679566291893,0,No,20.72,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,1,0,63,1,1,0,1,0,1,0,1,0,67.25,4234.15,0.025012718349891435,0,No,1.68,0,Correct,Two Year,Fiber optic,Mailed Check,Low Risk,0
1,0,1,33,1,1,0,1,1,0,1,1,1,105.35,3465.05,0.6063813419019884,1,Yes,63.88,0,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,1,0,34,1,1,0,0,0,0,0,0,1,75.55,2425.4,0.6782190800002948,1,Yes,51.24,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,23,1,1,1,1,1,1,1,1,1,91.1,2198.3,0.03868216998369011,0,No,3.52,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,3,1,0,0,0,0,0,1,0,0,55.15,159.15,0.6784706520598331,1,Yes,37.42,1,Correct,One Year,Fiber optic,Mailed Check,High Risk,2
0,0,1,2,1,0,0,0,0,0,0,0,0,19.25,48.35,0.16310267342552376,0,No,3.14,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,0,1,44.05,44.05,0.7679278973904284,1,Yes,33.83,0,Wrong,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,1,1,5,1,0,0,0,0,0,1,0,1,80.85,356.1,0.780929387917201,1,Yes,63.14,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,0,71,1,0,0,1,1,1,1,1,1,79.1,5564.85,0.004229879297351613,0,No,0.33,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,70,1,1,1,1,1,1,1,1,0,114.75,7842.3,0.07573745385801584,0,No,8.69,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,1,1,0,1,0,0,0,0,0,0,75.3,75.3,0.6259395867686717,1,Yes,47.13,1,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,0,12,1,0,0,0,0,1,0,0,0,50.25,593.75,0.39545119564561226,0,No,19.87,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,1,0,33,1,1,0,1,0,0,0,0,1,80.6,2656.5,0.5442163416860732,0,No,43.86,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,1,0,59,1,0,1,1,1,0,0,0,1,82.95,4903.15,0.1708594356453002,0,No,14.17,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,38,1,1,0,0,1,0,1,1,1,101.15,3956.7,0.5888082242276726,1,Yes,59.56,0,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,33,1,1,0,1,1,0,1,1,0,107.55,3645.5,0.4901717065003144,0,No,52.72,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,35,1,0,0,0,0,0,0,0,0,19.6,686.95,0.007617335227586891,0,No,0.15,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,19,1,0,0,0,0,0,0,0,0,19.9,367.55,0.10233011700769466,0,No,2.04,0,Correct,One Year,No,Mailed Check,Low Risk,0
1,1,0,72,1,1,0,1,1,0,1,1,1,105.75,7629.85,0.29650231698602086,0,No,31.36,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,66,1,1,0,1,1,0,0,1,0,95.3,6273.4,0.3532783791953166,0,No,33.67,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,0,57,1,0,1,1,0,1,1,0,1,70.35,4124.65,0.02494766686576101,0,No,1.76,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,1,0,71,1,0,1,1,1,1,1,0,1,99.4,7168.25,0.055857437562915224,0,No,5.55,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,36,1,1,0,1,1,0,1,0,1,97.35,3457.9,0.48353372891364094,0,No,47.07,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,27,1,0,0,0,0,0,0,0,0,19.85,470.0,0.02885488931152969,0,No,0.57,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,0,1,20.45,20.45,0.6329259912192468,1,Yes,12.94,0,Wrong,One Year,No,Mailed Check,Medium Risk,1
1,0,0,44,1,0,0,0,1,1,1,1,0,74.85,3268.05,0.151316547262049,0,No,11.33,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,6,1,0,0,1,0,0,0,1,1,85.95,514.6,0.8096997643601722,1,Yes,69.59,0,Wrong,One Year,Fiber optic,Mailed Check,High Risk,2
1,0,0,42,1,1,0,0,1,0,0,0,0,55.65,2421.75,0.300630931048801,0,No,16.73,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
1,0,0,3,1,0,0,0,1,0,0,0,0,75.05,202.9,0.7328916421801891,1,Yes,55.0,0,Wrong,One Year,Fiber optic,Mailed Check,High Risk,2
0,0,0,7,1,0,0,0,0,0,0,0,0,20.65,155.9,0.2665592213939695,0,No,5.5,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,1,1,29,1,0,1,0,0,0,0,1,1,60.2,1834.15,0.1318901538988582,0,No,7.94,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,1,1,46,1,0,1,0,1,1,0,0,0,56.9,2560.1,0.061165434088516796,0,No,3.48,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
1,1,0,3,1,0,0,1,0,0,0,0,1,74.6,239.05,0.7684855338747589,1,Yes,57.33,0,Wrong,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,0,0,4,1,0,0,0,0,0,0,0,0,19.7,117.8,0.09031908403601718,0,No,1.78,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,1,24,1,0,0,0,0,0,0,0,0,21.05,531.55,0.10991149765130277,0,No,2.31,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,1,0,49,1,1,0,1,0,0,1,1,1,99.05,4853.75,0.6299002367713414,1,Yes,62.39,1,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,23,1,0,0,0,1,0,0,0,1,75.3,1702.9,0.4739215489080906,0,No,35.69,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,53,1,1,0,1,1,0,1,1,0,105.55,5682.25,0.24612286785105922,0,No,25.98,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0.38609555634152765,0,No,7.74,1,Wrong,One Year,No,Credit Card (Auto),Medium Risk,1
0,1,1,28,1,0,0,0,0,0,1,1,1,90.1,2598.95,0.38927969757061737,0,No,35.07,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,25,1,0,0,0,1,1,1,1,0,99.3,2513.5,0.19720169798038023,0,No,19.58,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,22,1,1,0,0,0,0,0,0,1,75.8,1615.1,0.5535235830212841,0,No,41.96,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,63,1,0,0,0,0,0,0,0,0,19.55,1245.6,0.005303915433319262,0,No,0.1,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,30,1,1,0,1,0,0,1,1,1,100.2,2983.8,0.7794300885788772,1,Yes,78.1,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,0.9219679657743372,1,Yes,64.45,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,0,61,1,1,1,1,1,1,0,1,1,80.8,4860.85,0.025944740766010353,0,No,2.1,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,41,1,1,1,0,0,0,0,0,1,81.3,3190.65,0.4474244504015184,0,No,36.38,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,0,52,1,1,1,1,1,1,0,1,1,81.4,4354.45,0.07509665275020443,0,No,6.11,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,52,0,0,0,1,0,0,0,0,0,30.1,1623.4,0.2980638509202203,0,No,8.97,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,55,1,0,0,1,1,0,0,0,1,81.55,4509.5,0.5120166238800894,0,No,41.75,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0.38113470019837936,0,No,7.41,0,Correct,One Year,No,Electronic Check,Medium Risk,1
0,0,0,57,0,0,1,0,1,0,1,1,1,53.75,3196.0,0.27612067085611086,0,No,14.84,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,1,0,55.55,55.55,0.7381158086397126,1,Yes,41.0,0,Wrong,One Year,Fiber optic,Mailed Check,High Risk,2
0,1,0,55,1,0,1,1,1,0,0,0,0,58.6,3068.6,0.13854160602517213,0,No,8.12,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,35,1,1,1,0,1,1,1,0,0,72.25,2568.55,0.1621009859328949,0,No,11.71,1,Wrong,One Year,Fiber optic,Electronic Check,Low Risk,0
0,1,0,33,1,0,0,0,0,1,0,0,1,51.45,1758.9,0.10150165401660224,0,No,5.22,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
